Geography,County,state,Estimate; Median value (dollars),Margin of Error; Median value (dollars)
"Henrico County, Virginia",Henrico County, Virginia,223900,2915
"Henry County, Virginia",Henry County, Virginia,94300,3450
"Highland County, Virginia",Highland County, Virginia,184000,35375
"Isle of Wight County, Virginia",Isle of Wight County, Virginia,249100,9234
"James City County, Virginia",James City County, Virginia,328700,8071
"King and Queen County, Virginia",King and Queen County, Virginia,170000,30362
"King George County, Virginia",King George County, Virginia,294300,10041
"King William County, Virginia",King William County, Virginia,199700,10104
"Lancaster County, Virginia",Lancaster County, Virginia,226900,26361
"Lee County, Virginia",Lee County, Virginia,81700,7247
"Loudoun County, Virginia",Loudoun County, Virginia,475500,4140
"Louisa County, Virginia",Louisa County, Virginia,212900,8455
"Lunenburg County, Virginia",Lunenburg County, Virginia,108400,8806
"Madison County, Virginia",Madison County, Virginia,256500,23110
"Mathews County, Virginia",Mathews County, Virginia,227200,35330
"Mecklenburg County, Virginia",Mecklenburg County, Virginia,125300,7730
"Middlesex County, Virginia",Middlesex County, Virginia,248400,19752
"Montgomery County, Virginia",Montgomery County, Virginia,213300,8090
"Nelson County, Virginia",Nelson County, Virginia,231400,17740
"New Kent County, Virginia",New Kent County, Virginia,256600,10416
"Northampton County, Virginia",Northampton County, Virginia,165800,15514
"Northumberland County, Virginia",Northumberland County, Virginia,277900,27456
"Nottoway County, Virginia",Nottoway County, Virginia,134800,13249
"Orange County, Virginia",Orange County, Virginia,235200,8697
"Page County, Virginia",Page County, Virginia,172200,6367
"Patrick County, Virginia",Patrick County, Virginia,116000,7133
"Pittsylvania County, Virginia",Pittsylvania County, Virginia,113800,3544
"Powhatan County, Virginia",Powhatan County, Virginia,264300,10337
"Prince Edward County, Virginia",Prince Edward County, Virginia,154800,9291
"Prince George County, Virginia",Prince George County, Virginia,212100,8501
"Prince William County, Virginia",Prince William County, Virginia,358300,3194
"Pulaski County, Virginia",Pulaski County, Virginia,139600,7322
"Rappahannock County, Virginia",Rappahannock County, Virginia,358600,22003
"Richmond County, Virginia",Richmond County, Virginia,163200,13181
"Roanoke County, Virginia",Roanoke County, Virginia,192100,3218
"Rockbridge County, Virginia",Rockbridge County, Virginia,197200,18807
"Rockingham County, Virginia",Rockingham County, Virginia,206700,6387
"Russell County, Virginia",Russell County, Virginia,94900,7580
"Scott County, Virginia",Scott County, Virginia,90500,4899
"Shenandoah County, Virginia",Shenandoah County, Virginia,204000,7693
"Smyth County, Virginia",Smyth County, Virginia,89600,2930
"Southampton County, Virginia",Southampton County, Virginia,172800,9050
"Spotsylvania County, Virginia",Spotsylvania County, Virginia,265600,3527
"Stafford County, Virginia",Stafford County, Virginia,327600,3767
"Surry County, Virginia",Surry County, Virginia,172700,17227
"Sussex County, Virginia",Sussex County, Virginia,121600,11370
"Tazewell County, Virginia",Tazewell County, Virginia,96500,3973
"Warren County, Virginia",Warren County, Virginia,231000,7854
"Washington County, Virginia",Washington County, Virginia,137200,5215
"Westmoreland County, Virginia",Westmoreland County, Virginia,203100,14320
"Wise County, Virginia",Wise County, Virginia,84500,4082
"Wythe County, Virginia",Wythe County, Virginia,127400,9045
"York County, Virginia",York County, Virginia,315400,6719
"Alexandria city, Virginia",Alexandria city, Virginia,537900,12597
"Bristol city, Virginia",Bristol city, Virginia,114100,8576
"Buena Vista city, Virginia",Buena Vista city, Virginia,111700,8804
"Charlottesville city, Virginia",Charlottesville city, Virginia,277800,8978
"Chesapeake city, Virginia",Chesapeake city, Virginia,260900,3568
"Colonial Heights city, Virginia",Colonial Heights city, Virginia,163300,4450
"Covington city, Virginia",Covington city, Virginia,72200,3857
"Danville city, Virginia",Danville city, Virginia,90900,2615
"Emporia city, Virginia",Emporia city, Virginia,115700,19775
"Fairfax city, Virginia",Fairfax city, Virginia,501900,17583
"Falls Church city, Virginia",Falls Church city, Virginia,742000,36331
"Franklin city, Virginia",Franklin city, Virginia,186100,19620
"Fredericksburg city, Virginia",Fredericksburg city, Virginia,341200,12896
"Galax city, Virginia",Galax city, Virginia,105500,8104
"Hampton city, Virginia",Hampton city, Virginia,186600,2969
"Harrisonburg city, Virginia",Harrisonburg city, Virginia,196200,4255
"Hopewell city, Virginia",Hopewell city, Virginia,122400,5853
"Lexington city, Virginia",Lexington city, Virginia,252500,67930
"Lynchburg city, Virginia",Lynchburg city, Virginia,153800,3412
"Manassas city, Virginia",Manassas city, Virginia,307000,9320
"Manassas Park city, Virginia",Manassas Park city, Virginia,263300,12692
"Martinsville city, Virginia",Martinsville city, Virginia,90100,5673
"Newport News city, Virginia",Newport News city, Virginia,189300,2787
"Norfolk city, Virginia",Norfolk city, Virginia,194800,1910
"Norton city, Virginia",Norton city, Virginia,92500,11953
"Petersburg city, Virginia",Petersburg city, Virginia,112900,5771
"Poquoson city, Virginia",Poquoson city, Virginia,316800,13043
"Portsmouth city, Virginia",Portsmouth city, Virginia,169400,2462
"Radford city, Virginia",Radford city, Virginia,160600,10342
"Richmond city, Virginia",Richmond city, Virginia,209200,5361
"Roanoke city, Virginia",Roanoke city, Virginia,133700,3220
"Salem city, Virginia",Salem city, Virginia,174000,6259
"Staunton city, Virginia",Staunton city, Virginia,162500,6613
"Suffolk city, Virginia",Suffolk city, Virginia,238200,4007
"Virginia Beach city, Virginia",Virginia Beach city, Virginia,267300,2392
"Waynesboro city, Virginia",Waynesboro city, Virginia,161600,7529
"Williamsburg city, Virginia",Williamsburg city, Virginia,307000,28273
"Winchester city, Virginia",Winchester city, Virginia,226200,9290
"Adams County, Washington",Adams County, Washington,150300,5801
"Asotin County, Washington",Asotin County, Washington,176700,8370
"Benton County, Washington",Benton County, Washington,198600,2975
"Chelan County, Washington",Chelan County, Washington,256400,10198
"Clallam County, Washington",Clallam County, Washington,227400,5477
"Clark County, Washington",Clark County, Washington,272400,2163
"Columbia County, Washington",Columbia County, Washington,161700,10018
"Cowlitz County, Washington",Cowlitz County, Washington,186600,3900
"Douglas County, Washington",Douglas County, Washington,229100,7642
"Ferry County, Washington",Ferry County, Washington,165900,10890
"Franklin County, Washington",Franklin County, Washington,177400,5377
"Garfield County, Washington",Garfield County, Washington,143800,15771
"Grant County, Washington",Grant County, Washington,161700,5040
"Grays Harbor County, Washington",Grays Harbor County, Washington,161800,5589
"Island County, Washington",Island County, Washington,311400,8904
"Jefferson County, Washington",Jefferson County, Washington,304000,11546
"King County, Washington",King County, Washington,446600,2449
"Kitsap County, Washington",Kitsap County, Washington,277500,3309
"Kittitas County, Washington",Kittitas County, Washington,256700,11332
"Klickitat County, Washington",Klickitat County, Washington,219200,16008
"Lewis County, Washington",Lewis County, Washington,176000,5213
"Lincoln County, Washington",Lincoln County, Washington,150500,8140
"Mason County, Washington",Mason County, Washington,206700,10091
"Okanogan County, Washington",Okanogan County, Washington,169100,5432
"Pacific County, Washington",Pacific County, Washington,163400,6372
"Pend Oreille County, Washington",Pend Oreille County, Washington,186000,21028
"Pierce County, Washington",Pierce County, Washington,255800,1931
"San Juan County, Washington",San Juan County, Washington,452300,14157
"Skagit County, Washington",Skagit County, Washington,269100,4301
"Skamania County, Washington",Skamania County, Washington,248500,14747
"Snohomish County, Washington",Snohomish County, Washington,338400,2041
"Spokane County, Washington",Spokane County, Washington,195500,1923
"Stevens County, Washington",Stevens County, Washington,184600,6593
"Thurston County, Washington",Thurston County, Washington,255500,3363
"Wahkiakum County, Washington",Wahkiakum County, Washington,202600,22567
"Walla Walla County, Washington",Walla Walla County, Washington,196300,5527
"Whatcom County, Washington",Whatcom County, Washington,299800,5614
"Whitman County, Washington",Whitman County, Washington,199400,8692
"Yakima County, Washington",Yakima County, Washington,163500,2311
"Barbour County, West Virginia",Barbour County, West Virginia,101200,8910
"Berkeley County, West Virginia",Berkeley County, West Virginia,168200,3064
"Boone County, West Virginia",Boone County, West Virginia,71800,3702
"Braxton County, West Virginia",Braxton County, West Virginia,91100,8875
"Brooke County, West Virginia",Brooke County, West Virginia,91000,5058
"Cabell County, West Virginia",Cabell County, West Virginia,119800,3969
"Calhoun County, West Virginia",Calhoun County, West Virginia,79900,10155
"Clay County, West Virginia",Clay County, West Virginia,79100,9825
"Doddridge County, West Virginia",Doddridge County, West Virginia,105900,10423
"Fayette County, West Virginia",Fayette County, West Virginia,86400,3890
"Gilmer County, West Virginia",Gilmer County, West Virginia,91600,15627
"Grant County, West Virginia",Grant County, West Virginia,144600,13400
"Greenbrier County, West Virginia",Greenbrier County, West Virginia,115400,7855
"Hampshire County, West Virginia",Hampshire County, West Virginia,136700,13157
"Hancock County, West Virginia",Hancock County, West Virginia,89800,3281
"Hardy County, West Virginia",Hardy County, West Virginia,121900,10227
"Harrison County, West Virginia",Harrison County, West Virginia,110000,3558
"Jackson County, West Virginia",Jackson County, West Virginia,113300,5884
"Jefferson County, West Virginia",Jefferson County, West Virginia,227300,6682
"Kanawha County, West Virginia",Kanawha County, West Virginia,111200,2137
"Lewis County, West Virginia",Lewis County, West Virginia,98600,7455
"Lincoln County, West Virginia",Lincoln County, West Virginia,82000,4780
"Logan County, West Virginia",Logan County, West Virginia,85800,3111
"McDowell County, West Virginia",McDowell County, West Virginia,34800,3227
"Marion County, West Virginia",Marion County, West Virginia,110100,4846
"Marshall County, West Virginia",Marshall County, West Virginia,99800,5313
"Mason County, West Virginia",Mason County, West Virginia,78300,3510
"Mercer County, West Virginia",Mercer County, West Virginia,89400,5189
"Mineral County, West Virginia",Mineral County, West Virginia,129800,10986
"Mingo County, West Virginia",Mingo County, West Virginia,71000,3186
"Monongalia County, West Virginia",Monongalia County, West Virginia,178200,6435
"Monroe County, West Virginia",Monroe County, West Virginia,105700,8047
"Morgan County, West Virginia",Morgan County, West Virginia,170600,7337
"Nicholas County, West Virginia",Nicholas County, West Virginia,88900,5709
"Ohio County, West Virginia",Ohio County, West Virginia,114800,4437
"Pendleton County, West Virginia",Pendleton County, West Virginia,107900,16809
"Pleasants County, West Virginia",Pleasants County, West Virginia,104700,11386
"Pocahontas County, West Virginia",Pocahontas County, West Virginia,117200,8950
"Preston County, West Virginia",Preston County, West Virginia,106600,6283
"Putnam County, West Virginia",Putnam County, West Virginia,157500,4928
"Raleigh County, West Virginia",Raleigh County, West Virginia,105700,4318
"Randolph County, West Virginia",Randolph County, West Virginia,99800,8041
"Ritchie County, West Virginia",Ritchie County, West Virginia,82100,9218
"Roane County, West Virginia",Roane County, West Virginia,92700,7407
"Summers County, West Virginia",Summers County, West Virginia,95100,13747
"Taylor County, West Virginia",Taylor County, West Virginia,100200,12450
"Tucker County, West Virginia",Tucker County, West Virginia,104300,9974
"Tyler County, West Virginia",Tyler County, West Virginia,92400,7247
"Upshur County, West Virginia",Upshur County, West Virginia,111900,7308
"Wayne County, West Virginia",Wayne County, West Virginia,90600,6096
"Webster County, West Virginia",Webster County, West Virginia,68400,5494
"Wetzel County, West Virginia",Wetzel County, West Virginia,90700,6198
"Wirt County, West Virginia",Wirt County, West Virginia,81400,8566
"Wood County, West Virginia",Wood County, West Virginia,115100,3863
"Wyoming County, West Virginia",Wyoming County, West Virginia,67900,5020
"Adams County, Wisconsin",Adams County, Wisconsin,127800,5565
"Ashland County, Wisconsin",Ashland County, Wisconsin,107400,6302
"Barron County, Wisconsin",Barron County, Wisconsin,145500,4912
"Bayfield County, Wisconsin",Bayfield County, Wisconsin,163400,3429
"Brown County, Wisconsin",Brown County, Wisconsin,163200,1594
"Buffalo County, Wisconsin",Buffalo County, Wisconsin,150400,4425
"Burnett County, Wisconsin",Burnett County, Wisconsin,150800,3975
"Calumet County, Wisconsin",Calumet County, Wisconsin,168400,3086
"Chippewa County, Wisconsin",Chippewa County, Wisconsin,154900,2745
"Clark County, Wisconsin",Clark County, Wisconsin,117400,2574
"Columbia County, Wisconsin",Columbia County, Wisconsin,180100,4177
"Crawford County, Wisconsin",Crawford County, Wisconsin,127000,4103
"Dane County, Wisconsin",Dane County, Wisconsin,242700,1600
"Dodge County, Wisconsin",Dodge County, Wisconsin,156200,2121
"Door County, Wisconsin",Door County, Wisconsin,204700,7943
"Douglas County, Wisconsin",Douglas County, Wisconsin,140400,4320
"Dunn County, Wisconsin",Dunn County, Wisconsin,156700,3583
"Eau Claire County, Wisconsin",Eau Claire County, Wisconsin,156200,3027
"Florence County, Wisconsin",Florence County, Wisconsin,132600,12566
"Fond du Lac County, Wisconsin",Fond du Lac County, Wisconsin,149400,2500
"Forest County, Wisconsin",Forest County, Wisconsin,131400,8533
"Grant County, Wisconsin",Grant County, Wisconsin,137200,2956
"Green County, Wisconsin",Green County, Wisconsin,163600,3329
"Green Lake County, Wisconsin",Green Lake County, Wisconsin,139300,4312
"Iowa County, Wisconsin",Iowa County, Wisconsin,171700,3845
"Iron County, Wisconsin",Iron County, Wisconsin,107200,8995
"Jackson County, Wisconsin",Jackson County, Wisconsin,129400,5215
"Jefferson County, Wisconsin",Jefferson County, Wisconsin,177500,3120
"Juneau County, Wisconsin",Juneau County, Wisconsin,120100,3314
"Kenosha County, Wisconsin",Kenosha County, Wisconsin,164100,2919
"Kewaunee County, Wisconsin",Kewaunee County, Wisconsin,155900,3741
"La Crosse County, Wisconsin",La Crosse County, Wisconsin,161300,2209
"Lafayette County, Wisconsin",Lafayette County, Wisconsin,126600,4706
"Langlade County, Wisconsin",Langlade County, Wisconsin,106200,5584
"Lincoln County, Wisconsin",Lincoln County, Wisconsin,135500,4360
